Stock_Name,Earnings_Call_Date,Earnings_Surprise,Firm_Size,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
MCD,2020-04-30,-0.06369426751592362,139507128000,-0.0270707769716641,-0.031626378086966,0.0298965881754466,0.1332209362325891,-0.0666556497910191,0.0979570916577967
MCD,2020-07-28,-0.10810810810810806,146100680000,-0.027475955850726,0.0050461796749354,0.0337938019697192,0.2487126401549571,0.0160439919408265,0.205744309508034
MCD,2020-11-09,0.1684210526315791,158934188000,0.0009773085239269,0.0069340818411676,-0.043764519093633,0.5066213204439207,-0.3885948472510913,0.3458333333333334
MCD,2021-01-28,-0.04494382022471914,154246356000,0.0076012963435637,0.0147314738433607,0.0018114317793416,0.4047056919758409,0.5094578378234382,0.2429088169789074
MCD,2021-04-29,0.060773480662983353,175607786000,0.0024356909621293,-0.0036163778875491,0.0260124126254781,0.4606766976890665,0.4271102462260056,0.4323912410683911
MCD,2021-07-28,0.123222748815166,180633838000,-0.0056953245128554,-0.0339687375068107,-0.026962020418566,0.4326009917241701,0.3844540668632494,0.3839497315311979
MCD,2021-10-27,0.12195121951219505,180785304000,0.0225549643200397,0.0281660087221681,0.0684553061383564,0.4255566180167736,0.4722302807452298,0.2599168288766371
MCD,2022-01-27,-0.04700854700854696,184714324000,0.0030750039556984,-0.002473869200098,-0.0814097755691037,0.6108944757108222,0.4569156522366451,0.4311628925874892
MCD,2022-04-28,0.04587155963302736,187465125000,-0.0181647340396374,0.0099639495581626,-0.005711953711861,0.444174104807906,0.2152410092042414,0.3207823310184367
MCD,2022-07-26,0.040816326530612096,188935440999,-0.0063589960081476,-0.0182754672381372,-0.0002349359463815,0.402734861066423,0.337321330683563,0.3020502507600009
MCD,2022-10-27,0.038759689922480654,194190420188,0.0190352358558213,0.0062007688891099,-0.0251884308958042,0.4693470363708286,0.5018855081195865,0.4350909861766894
MCD,2023-01-31,0.05714285714285701,195442659999,-0.0205589852003283,-0.0175358304452217,-0.0055037940263102,0.6332855846743218,0.6352763544488895,0.3861709027016148
MCD,2023-04-25,0.12875536480686686,212685696000,0.0036694735361011,0.0091160195714244,-0.0580135143472944,0.5270863557094112,0.4178870660929131,0.3813048349885471
MCD,2023-07-27,0.1362007168458781,214662168000,-0.0192260048459818,-0.0211646550296362,-0.0497464020686015,0.5622219808132436,0.4604751667369748,0.4806973848069739
MCD,2023-10-30,0.06333333333333331,188304570392,0.0085044624204825,0.0077981072903569,0.0715007040616502,0.4877002897153852,0.4049030241077186,0.4264665872700807
MCD,2024-02-05,0.046099290780141966,207585687343,0.0164984194962531,0.0232770328142069,-0.0168452245578783,0.5992463149580856,0.5840278388549643,0.4717137388785434
MCD,2024-04-30,-0.007352941176470594,198199797434,-0.0174480548761227,-0.0242202065071535,-0.0867530384616848,0.5992030243542766,0.3519948993162949,0.3092985072880841
MCD,2024-07-29,-0.03257328990228001,188745240000,0.0334439901290071,0.0547768855325164,0.1554597326628549,0.4620689578699177,0.2313280051626853,0.2905177181652591
MCD,2024-10-29,0.009374999999999939,212400000000,0.0033022372061987,0.0013645532354676,-0.0150519120481829,0.4700991169178544,0.456589473395163,0.3279350164745502
