Stock_Name,Earnings_Call_Date,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3,method_2
IQV,2020-04-28,0.0218283772888554,0.0050135253786479,0.0140515886783078,-0.230074894935622,-0.0051408322471132,0.0124034089624977,-0.005140832247113228
IQV,2020-07-22,0.00091016748438,-0.0442637899123518,-0.0875091068768074,0.1382958097759371,0.3552549016106807,0.2409471430917454,0.3552549016106807
IQV,2020-10-20,-0.0442904033015605,-0.0489420353578006,-0.108345027816204,0.0845147413827567,0.1686631127112013,-0.0035885602859928,0.16866311271120132
IQV,2021-02-10,-0.0051859690574099,0.0348167576196096,-0.0272202533948565,0.2742040511375259,0.3760803830504757,0.2146849444708241,0.3760803830504757
IQV,2021-04-22,0.0233082292704238,0.0052281840268687,0.0083856077729429,0.3600899027298266,0.4765792953186348,0.2965625939763308,0.4765792953186348
IQV,2021-07-27,0.0149234208252648,-0.0061718295981855,0.003453168584772,0.508000097877253,0.5449229555332878,0.263384903891233,0.5449229555332878
IQV,2021-10-21,-0.0055328107239212,-0.0478157238435752,-0.0210689303263239,0.2169943029228152,0.3058497227265707,0.2201852087253203,0.30584972272657074
IQV,2022-02-15,0.0235906771312881,0.0307345085438451,-0.0238082113287515,0.1847285399075671,0.3977986331052447,0.1699326354426572,0.3977986331052447
IQV,2022-04-27,0.042637708903581,0.0330697905225734,0.1114935755072713,0.032665798187345,0.1772329261576807,0.1585478570531608,0.17723292615768071
IQV,2022-07-21,-0.0032849573423451,3.497240323368199e-05,-0.0408451495221326,-0.1347741210596461,0.1993789523215635,0.2142296390035114,0.19937895232156352
IQV,2022-10-26,0.0222070951482901,0.0277620166798254,-0.019840711173694,-0.1458379759295267,0.1695540273751573,0.0917337361096126,0.16955402737515735
IQV,2023-02-10,0.0020938929298226,-0.0248160822999032,-0.1047536861885095,0.3666081156684407,0.3202267645791983,0.2290949200729535,0.32022676457919835
IQV,2023-04-27,0.0158786529611327,0.0355577451108766,0.0692591411556313,-0.0469689297224435,0.4940445499626766,0.3252755858848186,0.4940445499626766
IQV,2023-08-01,0.0184949715613594,0.0380918432739311,0.0406950321275466,0.2089396904041029,0.4083084119540666,0.0920652521091949,0.4083084119540666
IQV,2023-11-01,0.071789607433485,0.081805299115489,0.1530966741141701,0.1890805951909388,0.2911090205064728,0.2366608747719616,0.29110902050647286
IQV,2024-02-14,-0.0293665055588612,-0.0073157057782293,-0.0208197120748643,0.5037177958117531,0.2165229332134945,0.218360153256705,0.21652293321349458
IQV,2024-05-02,-0.0071273295216217,-0.0121351430024181,-0.1417968985907007,0.4336230487110091,0.591284451067263,0.2773547094188377,0.591284451067263
IQV,2024-07-22,-0.0072610770600994,0.0660639222081847,0.0698510444415314,0.3385605855763161,0.392907726641146,0.2105263157894736,0.39290772664114604
IQV,2024-10-31,0.0235962598917996,-0.0435811302139276,-0.0612626119072983,-0.0769230769201316,0.2540780884078425,0.2866666666666667,0.2540780884078425
