Stock_Name,Earnings_Call_Date,Earnings_Surprise,Firm_Size,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
DG,2020-05-28,0.471264367816092,46079235278,0.0294338224303864,0.0171003839911398,-0.0333326544438393,0.3389810343715393,0.7733994334770471,0.4538066491215519
DG,2020-08-27,0.278688524590164,49757355741,-0.0186866461344213,-0.0019249398764152,0.0402261544879407,0.3986557016292828,0.7474905757561278,0.4675308302023335
DG,2020-12-03,0.155,52226170314,-0.0224039526351089,-0.0281680529490205,-0.0907668640410168,0.5224941502617299,0.851650148441593,0.487340895816041
DG,2021-03-18,-0.0367647058823529,42652382578,0.101155187717329,0.1148673164708121,0.1620051434989168,0.3993691092610634,0.6289918660552238,0.2913482769760109
DG,2021-05-27,0.2876712328767123,48016116564,-0.0086766474896199,0.0270235691292048,0.0764012217630604,0.3875021940438413,0.4760665707176365,0.5180159287536912
DG,2021-08-26,0.0386100386100386,52519717125,-0.0218375387758886,-0.0309597169232135,-0.0483917038937328,0.4364903739969282,0.5946864499571659,0.4279684832678656
DG,2021-12-02,0.0348258706467663,49869159205,0.0286120771402755,0.0376752492296296,0.0083641390561921,0.539689709717276,0.6192038706455618,0.4309450420729679
DG,2022-03-17,0.0,50708185380,0.0145977577329207,0.005756731512428,0.1269208875435265,0.3746251989667787,0.7420590794970898,0.5171485604518242
DG,2022-05-26,0.0432900432900433,50267796870,-0.0235856986969295,0.0577402566757096,0.1038854499599012,0.4121215879446212,0.755741667827696,0.5860748037802338
DG,2022-08-25,0.0170648464163821,55251604160,0.0054332992174757,0.0075564759981174,0.0199801843739354,0.5057319745875697,0.8261302888046087,0.512959771138464
DG,2022-12-01,-0.0826771653543306,52364435760,0.0596913843100072,0.0690584580092328,-0.0198300436279198,0.4073638463920105,0.7649664628805941,0.4157703270848095
DG,2023-03-16,-0.0033670033670034,46488643370,-0.0140455635215343,-0.0283482085980499,0.0333748444588228,0.3116236086464495,0.712281803346016,0.4804319668008048
DG,2023-12-07,0.0588235294117647,29051095500,-0.0532441406273614,0.0232914537476728,0.1502444253591331,0.4110900712209704,0.2526601047049678,0.1506363929259734
DG,2024-03-14,0.0457142857142857,32950925100,0.0295711763885134,0.0497805512566373,0.0125317008789154,0.4182411456274199,0.5607861386857381,0.3232364058705522
DG,2024-05-30,0.0509554140127387,28114559120,0.0439502162306609,-0.0579359365150132,-0.0717971474414099,0.4247751807023646,0.5506081610573637,0.465737951807229
DG,2024-08-29,-0.0502793296089385,18478533120,-0.0224515894660983,0.0155613889180331,-0.0073960492113947,0.3877897556982471,0.2465265658039998,0.3055746752909663
DG,2024-12-05,-0.053191489361702,17505711600,0.0407518656881104,-0.0319478480304525,0.0212490447609449,0.564420304777443,0.4768628865071757,0.3513611158036826
